index,X_img,Y_img,latitude,longitude
TOWER,61424,23899,-22.870593351476334,-43.58141955207376
TOWER,23723,24181,-22.871935227338007,-43.75069337732651
TOWER,133154,43595,-22.959139206830194,-43.25965656953699
TOWER,87687,30542,-22.9004960901597,-43.46364413990694
TOWER,118000,5268,-22.788806242101334,-43.32933986888212
TOWER,117741,5292,-22.7876438814051,-43.329232159782855
TOWER,117737,5241,-22.787625929888556,-43.32946104161879
TOWER,121588,21321,-22.86055845372817,-43.312945646398205
TOWER,65175,17197,-22.840753443100873,-43.56482337502872
TOWER,99949,41299,-22.950141009162458,-43.409982569077435
TOWER,72707,15984,-22.835062812356387,-43.53077383602367
TOWER,95435,32561,-22.910136054543887,-43.42945098876953
TOWER,95399,32659,-22.909974490894992,-43.429011176614196
TOWER,51444,27709,-22.888634625603174,-43.6271510404699
TOWER,36981,29965,-22.89732764748966,-43.6906276029699
TOWER,36937,29983,-22.897130180807675,-43.690546821145446
TOWER,57865,38223,-22.935402814079733,-43.5979169957778
TOWER,68903,38531,-22.93647092931411,-43.54806563433478
TOWER,68871,38498,-22.936327317181757,-43.54821373434628
TOWER,6243,1810,-22.77194528018727,-43.82954990162569
TOWER,6158,1725,-22.77156381046071,-43.82993137135225
TOWER,97278,3657,-22.780180538401886,-43.42094196992762
TOWER,113954,32227,-22.908874960506665,-43.34657781264361
TOWER,95114,39232,-22.941008175120633,-43.43182507683249
TOWER,113983,32604,-22.91080026065602,-43.34668103386374
TOWER,134127,49042,-22.98325258142808,-43.25495776008157
TOWER,25883,29188,-22.894195107852713,-43.7407886280733
TOWER,141142,41045,-22.948314442354093,-43.22442671831916
TOWER,25356,19383,-22.850541507496555,-43.7435037949506
TOWER,118631,23816,-22.870624766630286,-43.32508535946116
TOWER,72513,5458,-22.78751822078929,-43.531339308794806
TOWER,68727,24270,-22.872850754681757,-43.54923697078929
TOWER,131685,37097,-22.929209540872016,-43.26548183665556
TOWER,145998,35490,-22.923433640423944,-43.202682943905096
TOWER,102904,10184,-22.80901964973001,-43.395239886115576
TOWER,102822,10180,-22.808651643640854,-43.39525783763212
TOWER,60288,4396,-22.782918144674863,-43.5863696827608
TOWER,131594,39971,-22.94316235710593,-43.266944885253906
TOWER,33912,29888,-22.897915559656482,-43.70533438289867
TOWER,27236,30373,-22.898472056669352,-43.733675339642694
TOWER,116589,13862,-22.82555748434628,-43.33385467529296
TOWER,116555,13906,-22.825404896455655,-43.33365720861098
TOWER,117460,7067,-22.795358545639935,-43.330241932588464
TOWER,117460,7113,-22.795358545639935,-43.330035490148205
TOWER,122432,15853,-22.83382864559398,-43.30696779138901
TOWER,55757,16729,-22.83797993379481,-43.606417038861444
TOWER,117171,26015,-22.8820239796358,-43.333168029785156
TOWER,117013,26037,-22.88131489473231,-43.333069296444165
TOWER,142328,37022,-22.93030009550207,-43.219144484576056
TOWER,142257,37095,-22.929981456083414,-43.21881686939913
TOWER,142199,37130,-22.929721159093525,-43.218659793629364
TOWER,56580,25589,-22.877576491411997,-43.602557462804455
TOWER,124341,32967,-22.91240692138672,-43.30017314237707
TOWER,124260,33095,-22.9120434031767,-43.299598693847656
TOWER,129876,23002,-22.867236417882584,-43.27488394344554
TOWER,129811,23022,-22.866944705738742,-43.27479418586282
TOWER,80490,23187,-22.86640167236328,-43.49485733929802
TOWER,119895,1498,-22.770383498247934,-43.31933189840878
TOWER,121059,41798,-22.951532251694623,-43.31439523135914
TOWER,58739,11369,-22.815459756290213,-43.59456903794233
TOWER,102990,42858,-22.956608042997473,-43.39580535888671
TOWER,67601,24199,-22.873182857737824,-43.554941065171185
TOWER,117468,2315,-22.773852628820084,-43.330026514389935
TOWER,117462,2362,-22.773825701545267,-43.329815584070545
TOWER,134999,27772,-22.888432671042054,-43.25168160831227
TOWER,134993,27836,-22.888405743767237,-43.25139438404756
TOWER,28184,30137,-22.899136262781482,-43.731144175809966
TOWER,28143,30143,-22.898952259736905,-43.73111724853515
TOWER,13486,2737,-22.775728562298944,-43.796667211196
TOWER,67591,20653,-22.856981614056757,-43.55469871969784
TOWER,23767,31803,-22.906240575453815,-43.75059464398552
TOWER,135698,38134,-22.934653338264017,-43.248261844410614
TOWER,135641,38142,-22.934397529153262,-43.24822594137753
TOWER,135629,38188,-22.93434367460363,-43.24801949893727
TOWER,95466,36455,-22.928226695341223,-43.429926703957946
TOWER,126788,33618,-22.916208155014935,-43.290070926441864
TOWER,126448,33846,-22.914682276108685,-43.28904768999885
TOWER,113038,21035,-22.858090120203357,-43.35013221291935
TOWER,112960,21088,-22.857740065630747,-43.34989435532514
TOWER,112923,21096,-22.857574014102713,-43.34985845229205
TOWER,96576,2941,-22.777030047248395,-43.42415529138902
TOWER,62108,955,-22.767749113195084,-43.57847550336052
TOWER,65162,38657,-22.93763329001034,-43.56545167810777
TOWER,65143,38702,-22.937548020306757,-43.56524972354665
TOWER,96453,35988,-22.92368047377643,-43.42304678524242
TOWER,70770,27259,-22.8874049467199,-43.541208155014935
TOWER,70625,27505,-22.886754204245175,-43.54010413674747
TOWER,86888,30573,-22.900500578038834,-43.46709531896254
TOWER,51265,1867,-22.77114643770106,-43.626441955566406
TOWER,53400,29289,-22.895617765538834,-43.61826503978055
TOWER,125701,20274,-22.853884977452896,-43.292512332691864
TOWER,117402,7424,-22.79689340030446,-43.330434911391315
TOWER,117254,7446,-22.79622919419233,-43.330336178050324
TOWER,123598,16601,-22.839061512666593,-43.30361085779526
TOWER,123568,16654,-22.83892687629251,-43.303373000201056
TOWER,11113,20353,-22.854836407829733,-43.8073663150563
TOWER,18122,33528,-22.913219227510343,-43.775165782255286
TOWER,53327,1180,-22.767834382898666,-43.61695906695197
TOWER,117722,28634,-22.8916774076574,-43.328594880945545
TOWER,121058,47090,-22.974864735322843,-43.313982346478625
TOWER,22190,33453,-22.913524403291593,-43.75755085664637
TOWER,27022,29281,-22.895716498879825,-43.73678095200483
TOWER,26815,29349,-22.894787507898666,-43.73647577622358
TOWER,92071,31356,-22.904014587402344,-43.44383464140051
TOWER,76475,23236,-22.868129505830655,-43.51438410141889
TOWER,76465,23325,-22.868084627039295,-43.51398468017578
TOWER,79998,36731,-22.92881909538718,-43.498698963838464
TOWER,131267,41439,-22.948875427246097,-43.26753728529986
TOWER,131257,41548,-22.948830548454737,-43.267048106474036
TOWER,95366,1889,-22.7715997134938,-43.42887654024012
TOWER,95344,1822,-22.771500980152805,-43.42917722814223
TOWER,21023,33553,-22.913672503303083,-43.762487523696
TOWER,115589,29858,-22.898261126349954,-43.33925808177275
TOWER,94339,30931,-22.90342218735639,-43.43497108010684
TOWER,40119,32338,-22.9078203089097,-43.67638756247128
TOWER,44825,3694,-22.779942680807675,-43.65594078512753
TOWER,126910,33268,-22.91316537296071,-43.28805138083065
TOWER,117825,2064,-22.773659650017233,-43.32935782039867
TOWER,24211,27861,-22.888486525591684,-43.74853919534122
TOWER,77984,25997,-22.880287170410156,-43.50737852208754
TOWER,82865,30383,-22.898602205164295,-43.4841043808881
TOWER,20182,32674,-22.90989819694968,-43.766432369456574
TOWER,98717,4944,-22.78663859647863,-43.41516606947955
TOWER,98658,4836,-22.786373811609607,-43.41565076042624
TOWER,98630,4886,-22.7862481509938,-43.41542636646943
TOWER,101363,8069,-22.800308676326978,-43.40293659883387
TOWER,101354,8131,-22.800268285414752,-43.402658350327435
TOWER,101311,8068,-22.800075306611905,-43.40294108671301
TOWER,61668,13228,-22.823219299316406,-43.58084061566521
TOWER,105422,12640,-22.82032012939453,-43.38421765495749
TOWER,103520,10104,-22.80998903162339,-43.393803764792054
TOWER,103392,10067,-22.80941458309398,-43.39396981632009
TOWER,103345,10052,-22.80920365277459,-43.39403713450712
TOWER,74754,6200,-22.7921901029699,-43.52262384751264
TOWER,74729,6107,-22.7920779059915,-43.52304122027229
TOWER,113577,21601,-22.860509087057675,-43.34759207332836
TOWER,109137,31001,-22.903413211598117,-43.36823631735409
TOWER,77985,25046,-22.87670135498047,-43.508056191837085
TOWER,23819,22348,-22.863390305463007,-43.7499439015108
TOWER,77141,36848,-22.93035843793084,-43.512535095214844
TOWER,71188,37822,-22.934159671559055,-43.538681479061346
TOWER,48632,2227,-22.773691065171185,-43.639187532312725
TOWER,48563,2162,-22.7733814015108,-43.63947924445657
TOWER,93812,43952,-22.96029707964729,-43.43577441047219
TOWER,441,3564,-22.77821933521944,-43.8539908914005
TOWER,3406,28318,-22.890259237850415,-43.841631272259875
TOWER,54036,23119,-22.86615932688994,-43.61364252427045
TOWER,64740,36087,-22.926763646742877,-43.5680097692153
TOWER,112908,32974,-22.911361245548026,-43.35040597354664
TOWER,117962,38993,-22.939428441664752,-43.32877888399012
TOWER,71588,12944,-22.822860268985526,-43.53723638197955
TOWER,123062,33397,-22.913847530589386,-43.30542396096622
TOWER,123011,33515,-22.91361864875345,-43.30489439122817
TOWER,80775,36445,-22.92871587416705,-43.49639219396254
TOWER,80741,36543,-22.928563286276425,-43.49595238180721
TOWER,19037,33037,-22.911940181956574,-43.77198387594784
TOWER,71783,13364,-22.82373540541705,-43.53535147274242
TOWER,71720,13260,-22.82345266903148,-43.535818212172565
TOWER,107800,29585,-22.895617765538834,-43.37279600255629
TOWER,76498,1496,-22.769499386058136,-43.51321725284352
TOWER,76430,1415,-22.769194210276886,-43.51358077105354
TOWER,72899,10478,-22.810792361988742,-43.53035197538488
TOWER,121248,31787,-22.905706517836627,-43.312649446375225
TOWER,119975,11359,-22.81562131993911,-43.319955713608685
TOWER,100346,6441,-22.793949351591223,-43.40844771441291
TOWER,130146,35685,-22.92409784653608,-43.27361387365004
TOWER,130097,35726,-22.923877940458414,-43.27342987060546
TOWER,79000,29592,-22.895617765538834,-43.50201550651999
TOWER,119026,34709,-22.919071421903723,-43.3228728350471
TOWER,71515,14598,-22.829713260426242,-43.5369940365062
TOWER,71516,14630,-22.829717748305377,-43.536850424373846
TOWER,26339,30976,-22.90342218735639,-43.73994490679572
TOWER,26293,30935,-22.90321574491613,-43.7401289098403
TOWER,133739,24142,-22.872007033404184,-43.257201699649585
TOWER,133733,24237,-22.871980106129367,-43.256775351131665
TOWER,98148,32023,-22.907950457404645,-43.41750425450942
TOWER,68478,22525,-22.864552666159238,-43.54988771326401
TOWER,71871,27722,-22.888755798339847,-43.53553996366613
TOWER,39016,6432,-22.79336592730354,-43.683146308450134
TOWER,38932,6446,-22.792988945456113,-43.68308347814223
TOWER,75637,37256,-22.930789274327896,-43.51788464714499
TOWER,74161,28431,-22.891852434943704,-43.52517745074104
TOWER,132751,37311,-22.93219846837661,-43.26272627886603
TOWER,132746,37267,-22.93217602898093,-43.26292374554802
TOWER,80262,30423,-22.901281469008502,-43.498286078957946
TOWER,80199,30554,-22.900998732622934,-43.497698166791125
TOWER,20435,4556,-22.78357786290786,-43.76516678754021
TOWER,103287,10660,-22.810738507439112,-43.39310365564683
TOWER,103248,10695,-22.810563480152805,-43.39294657987707
TOWER,22751,32898,-22.91245180017808,-43.756451326258045
TOWER,76771,36894,-22.93049307430492,-43.514123804429
TOWER,133900,43879,-22.96069201301126,-43.256586860207946
TOWER,133825,43790,-22.96035542207606,-43.256986281451056
TOWER,133777,43846,-22.96014000387753,-43.25673496021944
TOWER,97151,34478,-22.919632406795728,-43.42264287612018
TOWER,97120,34558,-22.91949328254251,-43.422283845789295
TOWER,100336,7127,-22.795699624454276,-43.407164180980004
TOWER,100267,7111,-22.79538996079389,-43.407235987046185
TOWER,100229,7104,-22.79521942138672,-43.407267402200134
TOWER,72835,17327,-22.841022715849036,-43.530132069307214
TOWER,114919,21909,-22.861146365894992,-43.34082435159122
TOWER,114914,21949,-22.861123926499314,-43.34064483642578
TOWER,96656,34961,-22.921001209932214,-43.4240655338063
TOWER,133724,24997,-22.875530018525964,-43.25695486629711
TOWER,77647,25391,-22.876979603486905,-43.50830302518956
TOWER,118319,28992,-22.894356671501612,-43.326988220214844
TOWER,118278,29076,-22.894172668457035,-43.32661123836741
TOWER,41664,6164,-22.790888618020453,-43.6699878468233
TOWER,25993,31245,-22.905459684484146,-43.742327970616955
TOWER,68263,26874,-22.88512959199793,-43.551911746754364
TOWER,68251,26832,-22.8850757374483,-43.552100237678076
TOWER,3814,2338,-22.773610283346738,-43.83974636302275
TOWER,116452,25996,-22.878797194536993,-43.33325329948874
TOWER,117704,9119,-22.803634194766776,-43.32821341121898
TOWER,57949,10103,-22.81011918011834,-43.59845554127412
TOWER,73867,16989,-22.840268752154184,-43.526263517491955
TOWER,73745,16891,-22.83972123089959,-43.52670332964728
TOWER,73732,17001,-22.83966288847082,-43.52620966294232
TOWER,28782,30277,-22.900024862850415,-43.72872072107652
TOWER,28765,30345,-22.899948568905103,-43.72841554529527
TOWER,73034,15638,-22.83473519717946,-43.53053149055032
TOWER,94604,52376,-22.99795936135685,-43.43207639806411
TOWER,105979,13163,-22.8228198780733,-43.38187049416935
TOWER,103508,30978,-22.903283063103174,-43.39347166173599
TOWER,59747,23679,-22.87024778478286,-43.58958749210133
TOWER,85690,30485,-22.900509553797104,-43.47287570728975
TOWER,85722,30484,-22.90065316592946,-43.47288019516889
TOWER,128305,20130,-22.854800504796646,-43.28238767736098
TOWER,32135,30358,-22.89891635670382,-43.71220083797679
TOWER,32112,30317,-22.89881313548369,-43.71238484102137
TOWER,32079,30264,-22.8986650354722,-43.712622698615576
TOWER,45623,36570,-22.92713614071117,-43.652009403004364
TOWER,43918,5091,-22.78664308435777,-43.660442127900964
TOWER,43827,5103,-22.78623468735639,-43.66038827335133
TOWER,52196,37818,-22.93329799876494,-43.62307155833525
TOWER,41947,5814,-22.790363536161536,-43.6697634528665
TOWER,112746,20165,-22.854984507841223,-43.35224151611328
TOWER,112677,20162,-22.854674844180835,-43.35225497975069
TOWER,135011,27278,-22.88669137393727,-43.252103468951056
TOWER,134950,27291,-22.886417613309973,-43.25204512652228
TOWER,134887,27254,-22.886134876924405,-43.25221117805032
TOWER,104922,12051,-22.818076189826517,-43.38686101576861
TOWER,104879,12051,-22.817883211023666,-43.38686101576861
TOWER,117263,381,-22.76395685532514,-43.329730314366955
TOWER,119983,30631,-22.901824502383963,-43.319632586310895
TOWER,119941,30716,-22.901636011460248,-43.31925111658433
TOWER,93928,29895,-22.897987365722656,-43.436030219582946
TOWER,93717,29997,-22.897040423224954,-43.43557245591107
TOWER,118839,30793,-22.900280671961166,-43.322495853199676
TOWER,29646,29766,-22.8967217838063,-43.72383342069738
TOWER,125079,35093,-22.921104431152344,-43.2960173662971
TOWER,124771,20602,-22.856891856474036,-43.29822091495289
TOWER,29057,10307,-22.809706295237824,-43.72679093304802
TOWER,111225,33068,-22.910988751579733,-43.35716471952551
TOWER,96131,28526,-22.891717798569626,-43.42601776123046
TOWER,65691,39046,-22.93821222641889,-43.56191074146944
TOWER,65671,39104,-22.93812246883617,-43.56165044447955
TOWER,97041,3358,-22.779116911046646,-43.422283845789295
TOWER,96980,3378,-22.77884315041935,-43.422194088206574
TOWER,107889,30888,-22.90319779339959,-43.37412890265969
TOWER,124300,17809,-22.844007155474493,-43.29998465145336
TOWER,124265,17857,-22.843850079704733,-43.29976923325483
TOWER,43015,33372,-22.913636600269992,-43.66456648882698
TOWER,42925,33370,-22.91323269114775,-43.66457546458525
TOWER,73450,8736,-22.802494273466227,-43.52739895091337
TOWER,72484,8681,-22.801749285529645,-43.531236087574676
TOWER,47959,2093,-22.774261025821463,-43.64337921142578
TOWER,47885,2038,-22.773928922765396,-43.64362604477826
TOWER,125397,20293,-22.854315813849954,-43.29422221464269
TOWER,73918,18612,-22.84767824060777,-43.526160296271826
TOWER,94952,29316,-22.895402347340305,-43.431448094985065
TOWER,95617,35490,-22.921723758473117,-43.42707690070657
TOWER,119067,33893,-22.915665121639478,-43.322944641113274
TOWER,126282,34261,-22.91752759148093,-43.29077552346622
TOWER,126166,34299,-22.91700699750115,-43.29060498405906
TOWER,126125,34351,-22.916822994456574,-43.29037161434398
TOWER,26353,17294,-22.842449861414295,-43.740312912884875
TOWER,132580,43438,-22.958358315860526,-43.26215631821576
TOWER,132631,43434,-22.958587197696463,-43.262174269732306
TOWER,132472,43405,-22.957873624913834,-43.262304418227245
TOWER,117231,39282,-22.939738105325137,-43.33107219022863
TOWER,117370,7871,-22.798544939826517,-43.330223981071924
TOWER,117315,7801,-22.798298106474036,-43.330538132611444
TOWER,117537,5997,-22.790318657370175,-43.32965850830078
TOWER,117795,3419,-22.778910468606387,-43.32866219913258
TOWER,26287,16794,-22.838563358082492,-43.73896654914407
TOWER,60205,4821,-22.786135954015396,-43.5880526374368
TOWER,128906,35618,-22.923918331370636,-43.27930001651539
TOWER,128849,35631,-22.92366252225988,-43.27924167408663
TOWER,25625,17978,-22.842772988712085,-43.740833506864654
TOWER,86951,30155,-22.898988162769992,-43.46717610078699
TOWER,86833,30196,-22.898458593031943,-43.46699209774241
TOWER,116738,13183,-22.822635875028723,-43.333311641917504
TOWER,116730,13145,-22.822599971995636,-43.333482181324676
TOWER,75125,29040,-22.89438359877643,-43.520649180692786
TOWER,11300,2469,-22.77489381677964,-43.80684572107651
TOWER,107598,32351,-22.90907242718865,-43.37474374210133
TOWER,66879,29548,-22.895074732163373,-43.556067522834326
TOWER,72365,27712,-22.88917765897863,-43.53378969080308
TOWER,24298,6348,-22.791938781738285,-43.74814874985639
TOWER,24196,6335,-22.79148101806641,-43.748207092285156
TOWER,121459,14465,-22.829461939194623,-43.31319696762982
TOWER,84335,29724,-22.898018780876612,-43.479881286621094
TOWER,99482,5661,-22.790071824017694,-43.41194826013902
TOWER,50643,1930,-22.77194528018727,-43.629749522489654
TOWER,50557,1905,-22.771559322581574,-43.62986171946806
TOWER,96279,35079,-22.921104431152344,-43.42533111572265
TOWER,79628,37152,-22.92895373176126,-43.498604718376605
TOWER,116040,16387,-22.835659700281482,-43.33508884205538
TOWER,125117,18948,-22.84946890438304,-43.296668108771826
TOWER,125092,19011,-22.84935670740464,-43.296385372386254
TOWER,53737,31145,-22.90251563577091,-43.61532099106733
TOWER,44839,32441,-22.909256430233224,-43.656178642721734
TOWER,23765,33353,-22.913412206313193,-43.75081903794232
TOWER,23714,33375,-22.913183324477256,-43.75072030460133
TOWER,23691,33333,-22.913080103257126,-43.75090879552504
TOWER,17589,33260,-22.91441749123966,-43.779958837172565
TOWER,22897,33676,-22.914902182186353,-43.75475490794462
TOWER,22832,33869,-22.914610470042508,-43.75388874727137
TOWER,55008,26606,-22.88308760699104,-43.610559351304
TOWER,41183,6232,-22.792320251464847,-43.67327297435087
TOWER,41068,6301,-22.791804145364203,-43.672963310690484
TOWER,129262,35997,-22.92372086468865,-43.275803958668426
TOWER,134724,37509,-22.932077295639935,-43.25286192052504
TOWER,134656,37281,-22.931772119858685,-43.25388515696806
TOWER,118895,33097,-22.911302903119257,-43.322926689596734
TOWER,118819,33071,-22.91096182430492,-43.32304337445427
TOWER,98370,4651,-22.78508130241843,-43.416481018066406
TOWER,98195,4420,-22.784295923569623,-43.417517718146826
TOWER,98157,4430,-22.784125384162454,-43.41747283935547
TOWER,26025,17054,-22.839182685403262,-43.739594852223114
TOWER,13344,32038,-22.9079325058881,-43.79800908705767
TOWER,4787,1908,-22.772591534782862,-43.83629069608801
TOWER,68195,26274,-22.88123411290786,-43.55101417092716
TOWER,140335,46110,-22.971619998707492,-43.22862288531135
TOWER,86648,30397,-22.89942348704619,-43.467885185690484
TOWER,16295,33021,-22.912200478946463,-43.7846217435949
TOWER,95985,35103,-22.921580146340762,-43.4270185582778
TOWER,113683,33031,-22.911249048569623,-43.34655986112707
TOWER,21940,28363,-22.89086061365464,-43.75885234159582
TOWER,51867,37848,-22.933616638183597,-43.62473207361558
TOWER,46431,28851,-22.893064162310434,-43.648953157312725
TOWER,97171,30881,-22.903565799488742,-43.42262941248277
TOWER,20710,4103,-22.783016878015854,-43.76540464513442
TOWER,57528,11049,-22.8136152379653,-43.599595462574676
TOWER,109749,17956,-22.843329485724954,-43.36395039277918
TOWER,109708,17813,-22.843145482680377,-43.36459215949563
TOWER,134452,25491,-22.877002042882584,-43.25294270234949
TOWER,134425,25548,-22.87688087014591,-43.25268689323874
TOWER,110516,18672,-22.84677168902229,-43.360737071317786
TOWER,110496,18617,-22.84668193143957,-43.36098390467027
TOWER,110479,18461,-22.846605637494257,-43.36168401381549
TOWER,110473,18503,-22.84657871021944,-43.36149552289177
TOWER,71577,27333,-22.887436361873853,-43.53728574865004
TOWER,134994,26846,-22.884819928337546,-43.252247081083404
TOWER,108419,16790,-22.83736060647404,-43.369183259851795
TOWER,107811,28516,-22.892076828900507,-43.374003242043884
TOWER,121862,31789,-22.906666923971738,-43.31084531896255
TOWER,121844,31831,-22.90658614214729,-43.31065682803884
TOWER,121692,31689,-22.905903984518613,-43.31129410687615
TOWER,117990,8025,-22.801327424890857,-43.32953284768497
TOWER,117982,8075,-22.801291521857767,-43.32930845372817
TOWER,117956,8121,-22.801174837000232,-43.329102011287915
TOWER,47562,28795,-22.892754498650046,-43.64381902358111
TOWER,24248,33113,-22.91198954862707,-43.74830582562615
TOWER,24284,33138,-22.912151112275968,-43.74819362864775
TOWER,21239,33521,-22.91284673354205,-43.76083598417394
TOWER,125195,34337,-22.9180347218233,-43.29581989961512
TOWER,125167,34374,-22.917909061207492,-43.295653848087085
TOWER,56586,25098,-22.8758082670324,-43.602965859805835
TOWER,97747,32359,-22.907945969525507,-43.41779147877413
TOWER,97736,32318,-22.90789660285501,-43.4179754818187
TOWER,146245,34789,-22.91915669160731,-43.200443492216216
TOWER,103328,2307,-22.77322432574104,-43.392892725327435
TOWER,64363,38695,-22.937637777889478,-43.56887144200942
TOWER,64177,38689,-22.936803032370175,-43.568898369284234
TOWER,64228,38694,-22.937031914206113,-43.568875929888556
TOWER,16354,2548,-22.776033738080194,-43.784949358771826
TOWER,52612,1397,-22.77001100427964,-43.621370652142694
TOWER,52539,1366,-22.769683389102713,-43.62150977639591
TOWER,23410,26070,-22.8813014310949,-43.75298668356503
TOWER,57100,11995,-22.81707988065832,-43.600735383875225
TOWER,117011,9593,-22.805909549488742,-43.33147161147174
TOWER,27558,13114,-22.822725632611444,-43.73394012451172
TOWER,20246,4187,-22.782729653751147,-43.766822814941406
TOWER,20187,4239,-22.782464868882123,-43.76658944522633
TOWER,82940,36435,-22.927661222570084,-43.485666162827435
TOWER,82908,36484,-22.927517610437732,-43.485446256749775
TOWER,107779,28259,-22.890138065113742,-43.37336147532743
TOWER,119219,11543,-22.814023634966684,-43.32092509550207
TOWER,30718,30349,-22.899737638585712,-43.71942183550666
TOWER,30642,30286,-22.899396559771372,-43.71970457189223
TOWER,117072,11385,-22.8151590683881,-43.33240509033203
TOWER,117057,11335,-22.81509175020106,-43.33262948428884
TOWER,88430,36102,-22.92537240421071,-43.460233351763556
TOWER,110050,18162,-22.8446803373449,-43.36302588967716
TOWER,110017,18217,-22.84453223733341,-43.36277905632468
TOWER,100732,4427,-22.78491076301126,-43.406715393066406
